Name,Año,Proyectado ZIPs,Steamer,Real
Yoyner Fajardo,2023,0.565319549,0.552103716,NA
Scott Schebler,2023,0.588325496,0.549452372,NA
Ike Freeman,2023,0.494124923,0.556548349,NA
Drew Campbell,2023,0.584850938,0.551919015,NA
Terence Doston,2023,0.51624325,0.629261101,NA
T.J. Rumfield,2023,0.575629264,0.560753314,NA
Grant Koch,2023,0.497760604,0.536334377,NA
Will Robertson,2023,0.60306308,0.621229319,NA
Grant Little,2023,0.517440892,0.513093889,NA
Kyle McCann,2023,0.573089102,0.543586186,NA
Greyson Jenista,2023,0.611401099,0.605067574,NA
Devin Hairston,2023,0.471128642,0.507868016,NA
Carlos De La Cruz,2023,0.582124107,0.62974216,NA
Jack Herman,2023,0.55345502,0.538015011,NA
Connor Hoover,2023,0.554499542,0.522062766,NA
Carlos Rodriguez,2023,0.568594996,0.556926255,NA
Sonny DiChiara,2023,0.485431235,0.578867424,NA
Clint Frazier,2023,0.638566608,0.623040313,NA
Elier Hernandez,2023,0.624581594,0.598840506,NA
Juan Carlos Negret,2023,0.595128282,0.544315999,NA
Cristian Perez,2023,0.477792604,0.538351163,NA
Ryan January,2023,0.593209965,0.557206796,NA
Drew Lugbauer,2023,0.638748992,0.601747316,NA
Jose King,2023,0.511508359,0.481293682,NA
Matt Kroon,2023,0.583470378,0.643746645,NA
Cole Barr,2023,0.504538853,0.461802804,NA
Keegan Fish,2023,0.489241925,0.452661457,NA
Eric Rodriguez,2023,0.492326139,0.549501083,NA
Marty Bechina,2023,0.545914706,NA,NA
Austin Hendrick,2023,0.621903295,0.540101404,NA
Carlos Rincon,2023,0.583992833,0.655422763,NA
Yordys Valdes,2023,0.507396209,0.476387705,NA
Michael Amditis,2023,0.552681789,0.48615323,NA
Grant Lavigne,2023,0.658567416,0.690528863,NA
Kyle Kasser,2023,0.583647207,0.608170832,NA
Evan Alexander,2023,0.48481199,0.592547352,NA
Jake Gatewood,2023,0.60623126,0.578324763,NA
Cody Thomas,2023,0.611856171,0.622933406,NA
Vito Friscia,2023,0.612483857,0.612231625,NA
Ryder Jones,2023,0.545852187,0.586677461,NA
Zack Collins,2023,0.664833726,0.651998973,NA
Jared McDonald,2023,0.511180822,NA,NA
D.J. Artis,2023,0.575014634,0.626875489,NA
Hugo Cardona,2023,0.494055345,0.522196214,NA
Adam Hall,2023,0.55663062,0.586795467,NA
Jack Conley,2023,0.547672301,0.567132784,NA
Eric De La Rosa,2023,0.546584449,0.582795024,NA
TT Bowens,2023,0.596935792,0.532361444,NA
Lolo Sanchez,2023,0.604541712,0.641179067,NA
Caleb Roberts,2023,0.589190727,0.535736039,NA
Roberto Campos,2023,0.604361371,0.522078305,NA
Deury Carrasco,2023,0.487804189,0.472163721,NA
Chris Bec,2023,0.497764018,0.563576284,NA
Jake Washer,2023,0.579022989,0.590072197,NA
David Calabrese,2023,0.55521978,0.496586076,NA
Aeverson Arteaga,2023,0.579836211,0.499636896,NA
Jordan Brewer,2023,0.550118112,0.579470579,NA
Patrick Winkel,2023,0.562134977,0.519774568,NA
Kyler Fedko,2023,0.619382022,0.558309777,NA
Luken Baker,2023,0.622427587,0.623035181,NA
Karl Ellison,2023,0.432514407,0.432315794,NA
Scott McKeon,2023,0.465991193,0.446241614,NA
Victor Labrada,2023,0.532959108,0.527918584,NA
Torii Hunter Jr.,2023,0.576239703,0.574268287,NA
Lawrence Butler,2023,0.576014322,0.561002529,NA
Daniel Cabrera,2023,0.601255887,0.608171056,NA
Elvis Peralta,2023,0.460736864,0.5244608,NA
Dee Strange-Gordon,2023,0.616596639,0.618747927,NA
Shane Matheny,2023,0.591575833,0.581792441,NA
Nick Decker,2023,0.557095589,0.477733156,NA
Quinn Brodey,2023,0.53505676,0.543903647,NA
Ali Castillo,2023,0.592903209,0.575482265,NA
Sammy Siani,2023,0.516500217,0.49934077,NA
Sal Gozzo,2023,0.438606094,0.490967638,NA
Bennett Hostetler,2023,0.59374196,0.530256772,NA
Angeudis Santos,2023,0.534813212,0.444176791,NA
Chris Williams,2023,0.62589547,0.60287424,NA
Zach Watson,2023,0.565208877,0.564187494,NA
Shervyen Newton,2023,0.53974359,0.488695386,NA
Marcos Cabrera,2023,0.534175895,0.464320136,NA
Justin Upton,2023,0.60396103,0.642879962,NA
Casey Martin,2023,0.503113564,0.446636422,NA
Andres Sosa,2023,0.666434185,0.526584629,NA
Daniel Johnson,2023,0.60952381,0.603479226,NA
Pedro Castellanos,2023,0.60636061,0.640300582,NA
Lyle Lin,2023,0.482687228,0.454652201,NA
Noah Campbell,2023,0.566439878,0.613705959,NA
Jan Mercado,2023,0.467550643,0.522952908,NA
Kyler Castillo,2023,0.607595075,0.568207095,NA
Kekai Rios,2023,0.53879788,0.492478445,NA
Jeremy Vasquez,2023,0.582818728,NA,NA
Hudson Head,2023,0.546761513,0.525260508,NA
Onix Vega,2023,0.565038454,0.525820872,NA
Mack Chambers,2023,0.564382353,0.520170095,NA
Michael Sandle,2023,0.588724676,0.557188899,NA
Jorge Ona,2023,0.512495285,0.552577086,NA
Kevin Maitan,2023,0.554390054,0.589711256,NA
Tyler Frank,2023,0.486732585,NA,NA
Aldenis Sanchez,2023,0.50712584,0.521858977,NA
Estiven Machado,2023,0.519079958,0.47216543,NA
Jack Lopez,2023,0.551475131,0.522226362,NA
Austin Beck,2023,0.536077818,0.592741949,NA
Bryan Arias,2023,0.526277679,0.556239499,NA
Tyler Osik,2023,0.602967977,0.614596619,NA
Freudis Nova,2023,0.506781149,0.480259409,NA
Baron Radcliff,2023,0.562827622,0.520033776,NA
Aaron McKeithan,2023,0.571155238,0.52321857,NA
Bladimir Restituyo,2023,0.592202441,0.61650363,NA
Roberto Baldoquin,2023,0.511301844,0.576212108,NA
Tyler Tolve,2023,0.593372939,0.526826443,NA
Ben Malgeri,2023,0.58086115,0.533718374,NA
Rixon Wingrove,2023,0.575389986,0.521500061,NA
Trent Tingelstad,2023,0.523126139,0.504033047,NA
Kyle Schmidt,2023,0.483243243,0.548855808,NA
Joe Gray Jr.,2023,0.558203991,0.50773429,NA
Omar Estevez,2023,0.594192623,0.575618016,NA
Owen Caissie,2023,0.572918669,0.558147623,NA
Jonah Davis,2023,0.524779172,0.533171879,NA
Gilberto Jimenez,2023,0.568885751,0.559496735,NA
Justice Thompson,2023,0.530349832,0.528160776,NA
Alex Erro,2023,0.579483696,0.51916303,NA
Michel Triana,2023,0.599289449,0.517886485,NA
Matthew Acosta,2023,0.549158277,0.586722923,NA
Brandol Mezquita,2023,0.552705798,0.521441624,NA
Junior Tilien,2023,0.557410934,0.495831221,NA
Josh Bissonette,2023,0.538403919,0.567440599,NA
Duke Ellis,2023,0.527341141,0.520599699,NA
Warren Saunders,2023,0.513361376,0.474143411,NA
Todd Lott,2023,0.579256402,0.592948068,NA
Petey Halpin,2023,0.558163362,0.565326726,NA
Channy Ortiz,2023,0.552386781,0.491597015,NA
Javier Valdes,2023,0.694911404,0.648372972,NA
Michael Cantu,2023,0.412588235,0.507637395,NA
Jameson Hannah,2023,0.654416345,0.663595278,NA
Anthony Garcia,2023,0.58338479,0.486443228,NA
Jeremy De La Rosa,2023,0.576792378,0.553839964,NA
Chad Stevens,2023,0.513637669,0.493064502,NA
Jameson Fisher,2023,0.574633515,0.624197469,NA
Alex Ramirez,2023,0.572608979,0.558060062,NA
Hendrik Clementina,2023,0.567901965,0.577672279,NA
Jacob Gonzalez,2023,0.648867431,0.581903642,NA
Jordyn Adams,2023,0.543029234,0.584912429,NA
Reinaldo Ilarraza,2023,0.472585136,0.536288496,NA
Brandon McIlwain,2023,0.562148921,0.583060675,NA
AJ Lee,2023,0.437177281,0.436231648,NA
Bryson Horne,2023,0.584997178,0.540758359,NA
Angel Aponte,2023,0.600124766,0.544200777,NA
Will Matthiessen,2023,0.54821554,0.605498927,NA
Luis Guerrero,2023,0.478995774,0.514729622,NA
Dwight Smith Jr.,2023,0.58697564,NA,NA
Willie Joe Garry Jr.,2023,0.514005352,0.492582294,NA
JT Schwartz,2023,0.560690012,0.540760783,NA
Yosy Galan,2023,0.623003883,0.490358174,NA
Quin Cotton,2023,0.53815516,0.552392709,NA
L.J. Jones,2023,0.589829257,0.568951741,NA
Lazaro Armenteros,2023,0.540037951,0.53110714,NA
Alberto Rodriguez,2023,0.553764557,0.551372478,NA
Zach Zubia,2023,0.611147339,0.545914425,NA
Trevor Schwecke,2023,0.561363636,0.602745212,NA
Nick Matera,2023,0.496869797,0.540389159,NA
Juan Fernandez,2023,0.566700902,0.583872999,NA
Olivier Basabe,2023,0.524586007,0.583584973,NA
Hamlet Marte,2023,0.463378685,0.521440738,NA
Kale Emshoff,2023,0.550137741,0.508957548,NA
Jake Anchia,2023,0.507675439,0.521756761,NA
Kellin Deglan,2023,0.556556557,0.559756911,NA
Alejandro Pie,2023,0.394602661,0.410245283,NA
James Nelson,2023,0.497324988,0.489617382,NA
Garrett Wolforth,2023,0.536290498,0.556241838,NA
Luis Toribio,2023,0.577414939,0.533924042,NA
James Beard,2023,0.447693251,0.442286353,NA
Wes Kath,2023,0.529245717,0.576452424,NA
DJ Gladney,2023,0.556625074,0.582477609,NA
Justin Lavey,2023,0.484286899,0.475436816,NA
Cristian Gonzalez,2023,0.517813655,0.481217326,NA
Wilfred Veras,2023,0.622067464,0.652187885,NA
Chris Seise,2023,0.541103448,0.493802017,NA
Drew Mendoza,2023,0.522727273,0.55669284,NA
Ernny Ordonez,2023,0.529216301,0.518154866,NA
Madison Stokes,2023,0.529082595,0.558664407,NA
Charlie Welch,2023,0.580917874,0.506909907,NA
Ethan Wilson,2023,0.56329487,0.586433886,NA
Jonny Homza,2023,0.481721698,NA,NA
Alexander Vargas,2023,0.509512908,0.450787196,NA
